报告日,资产,现金及存放中央银行款项,其中:现金,存放中央银行款,结算准备金,贵金属,存放同业款项,专项央行票据,央行专项扶持资金,存出保证金,拆出资金,其中:拆放同业,拆放金融性公司,存放联行款项,存出发钞基金,交易性金融资产,买入返售金融资产,应收账款,应收票据,应收款项融资,预付账款,应收利息,应收股利,应收租赁款,贴现,进出口押汇,发放贷款及垫款净额,发放贷款及垫款,减:贷款损失准备,代理业务资产,委托贷款及委托投资,存货,待处理抵债资产,减:抵债资产减值准备,待处理抵债资产净额,待摊费用,可供出售金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,长期股权投资,其中:投资子公司,债权投资,其他债权投资,投资性房地产,衍生金融工具资产,其他权益工具投资,长期应收款,固定资产原值,减:累计折旧,固定资产净值,减:固定资产减值准备,在建工程,固定资产净额,固定资产清理,固定资产合计,融资租赁资产,预付租赁资产款,划分为持有待售的资产,减:未确认的收益,应收投资款项,其他应收款,合同资产,使用权资产,无形资产,商誉,长期待摊费用,递延税款借项,其他资产,减:不良资产处置损失专项准备,资产总计,负债,短期借款,向中央银行借款,发行货币债务,同业存入及拆入,其中:同业存放款项,拆入资金,客户存款(吸收存款),联行存放款项,外国政府借款,借入其他资金,央行拨付专项票据资金,保证款项,财政拨款,委托存款,衍生金融工具负债,交易性金融负债,卖出回购金融资产款,票据融资,应解汇款及临时存款,发行存款证,汇出汇款,应付票据,应付账款,预收账款,应付职工薪酬,其中:应付工资,应付福利费,应交税费,应付利息,应付股利,其他应付款,代理业务负债,划分为持有待售的负债,存入保证金,合同负债,贴现负债,预提费用,预计负债,递延收益,长期借款,应付债券,其中:应付次级债券,应付债券：优先股,应付债券：永续债,长期应付款,租赁负债,专项应付款,递延所得税负债,货币兑换,其他负债,负债合计,股东权益,股本,其他权益工具,其中:优先股,其中：永续债,资本公积,其他综合收益,可供出售类投资未实现损益(公允价值变动储备),持有至到期投资未结转损益,减:库藏股,盈余公积,一般风险准备,未确定的投资损失,信托赔偿准备金,未分配利润,其中:拟分配现金股利,外币报表折算差额,其他储备,归属于母公司股东的权益,少数股东权益,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
2024-12-31,,3322911000000.0,,,,208242000000.0,480765000000.0,,,,739111000000.0,,,,,1010439000000.0,1210217000000.0,,,,,,,,,,27613781000000.0,28372229000000.0,815072000000.0,,,,,,,,,3291152000000.0,9851985000000.0,73357000000.0,,,,,222361000000.0,,,510318000000.0,218157000000.0,292161000000.0,12767000000.0,21117000000.0,279394000000.0,,300511000000.0,,,,,,,,,,,,90047000000.0,406867000000.0,,48821746000000.0,,,169622000000.0,,4590965000000.0,4020537000000.0,570428000000.0,34836973000000.0,,,,,,,,197795000000.0,76056000000.0,1523555000000.0,,,445419000000.0,,,,,52553000000.0,,,47854000000.0,,,,,,,,,,,,,2028722000000.0,,,,,,,4278000000.0,,860688000000.0,44834480000000.0,,356407000000.0,324344000000.0,134614000000.0,189730000000.0,148128000000.0,47695000000.0,,,,464365000000.0,614816000000.0,,,2014086000000.0,,,,3969841000000.0,17425000000.0,48821746000000.0,定期报告,是,20250329,CNY,合并期末,2025-03-28T21:00:03
2024-09-30,,3748270000000.0,,,,206001000000.0,676687000000.0,,,,690434000000.0,,,,,805896000000.0,1155003000000.0,,,,,,,,,,27326972000000.0,28095905000000.0,768933000000.0,,,,,,,,,3091196000000.0,9394591000000.0,70325000000.0,,,,,107062000000.0,,,510318000000.0,218157000000.0,292161000000.0,12767000000.0,21990000000.0,268997000000.0,,290987000000.0,,,,,,,,,,,,100389000000.0,693942000000.0,,48357755000000.01,,,194525000000.0,,4391339000000.0,3850839000000.0,540500000000.0,34592836000000.0,,,,,,,,90926000000.0,75331000000.0,1548324000000.0,,,408725000000.0,,,,,48367000000.0,,,50568000000.0,,,,,,,,,,,,,1907690000000.0,,,,,,,4936000000.0,,1121910000000.0,44435476999999.99,,356407000000.0,324344000000.0,134614000000.0,189730000000.0,148124000000.0,22104000000.0,,,,428787000000.0,562356000000.0,,,2058961000000.0,,,,3901083000000.0,21195000000.0,48357755000000.01,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T19:55:02
2024-06-30,,3628128000000.0,,,,179389000000.0,585805000000.0,,,,675596000000.0,,,,,916147000000.0,909808000000.0,,,,,,,,,,27077967000000.0,27837550000000.0,818573000000.0,,,,,,,,,2641676000000.0,9431099000000.0,65568000000.0,,,,,150410000000.0,,,493069000000.0,207881000000.0,285188000000.0,11302000000.0,22229000000.0,273886000000.0,,296115000000.0,,,,,,,,,,,,97938000000.0,460890000000.0,,47116536000000.0,,,218292000000.0,,4113777000000.0,3556133000000.0,557644000000.0,34107316000000.0,,,,,,,,123343000000.0,71856000000.0,1647326000000.0,,,409956000000.0,,,,,43948000000.0,,,42337000000.0,,,,,,,,,,,,,1588738000000.0,,,,,,,4522000000.0,,880624000000.0,43252035000000.01,,356407000000.0,354331000000.0,134614000000.0,219717000000.0,148141000000.0,24948000000.0,,,,428809000000.0,562179000000.0,,,1968711000000.0,,,,3843526000000.0,20975000000.0,47116536000000.0,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T20:00:08
2024-03-31,,3948559000000.0,,,,142564000000.0,496983000000.0,,,,740926000000.0,,,,,868137000000.0,2243617000000.0,,,,,,,,,,26630174000000.0,27370160000000.0,739986000000.0,,,,,,,,,2345719000000.0,9019529000000.0,63782000000.0,,,,,111184000000.0,,,493069000000.0,207881000000.0,285188000000.0,11302000000.0,23353000000.0,270787000000.0,,294140000000.0,,,,,,,,,,,,102251000000.0,592462000000.0,,47600027000000.01,,,211584000000.0,,4207845000000.0,3617595000000.0,590250000000.0,35035080000000.0,,,,,,,,102924000000.0,69117000000.0,1432948000000.0,,,372732000000.0,,,,,40340000000.0,,,47780000000.0,,,,,,,,,,,,,1457576000000.0,,,,,,,4724000000.0,,740762000000.0,43723412000000.0,,356407000000.0,354331000000.0,134614000000.0,219717000000.0,148164000000.0,9755000000.0,,,,428430000000.0,561993000000.0,,,1998492000000.0,,,,3857572000000.0,19043000000.0,47600027000000.01,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T22:00:04
