报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
2024-12-31,,,,1877072000000.0,821679000000.0,1055393000000.0,341482000000.0,9921000000.0,15517000000.0,486521000000.0,92154000000.0,14312000000.0,1254859000000.0,,,,,,,,,,,,,,,613000000.0,,,163798000000.0,4378721000000.0,2277977000000.0,84789000000.0,23277000000.0,84789000000.0,,61745000000.0,,,,,,21896000000.0,,695904000000.0,,,146732000000.0,,,,,,,,,190081000000.0,167586000000.0,237606000000.0,3799527000000.0,579194000000.0,,4567823000000.0,387378000000.0,,,19193000000.0,,5951000000.0,,98770000000.0,5079115000000.0,6499586000000.0,,,,7712000000.0,35585000000.0,7700000000.0,,6550583000000.0,-1471468000000.0,,,,,2143460000000.0,,,,2143460000000.0,1463682000000.0,162292000000.0,52973000000.0,,6840000000.0,1727777000000.0,415683000000.0,11263000000.0,-465328000000.0,72069000000.0,66699000000.0,2218335000000.0,2689033000000.0,2755732000000.0,2290404000000.0,定期报告,是,20250329,CNY,合并期末,2025-03-28T21:40:13
2024-09-30,,,,2100600000000.0,1108167000000.0,992433000000.0,26138000000.0,19764000000.0,247677000000.0,516932000000.0,92154000000.0,14312000000.0,949847000000.0,,,,,,,,,,,,,,,218000000.0,,,147028000000.0,4177836000000.0,2077370000000.0,84789000000.0,23277000000.0,84789000000.0,,36813000000.0,,,,,,21896000000.0,,555634000000.0,,,104113000000.0,,,,,,,,,190081000000.0,129816000000.0,196842000000.0,3100588000000.0,1077248000000.0,,3237036000000.0,293538000000.0,,,13706000000.0,,1064000000.0,,98770000000.0,3545344000000.0,4643224000000.0,,,,4636000000.0,25765000000.0,1000000000.0,,4674625000000.0,-1129281000000.0,,,,,1502253000000.0,,,,1553125000000.0,968686000000.0,147056000000.0,37737000000.0,,5605000000.0,1213155000000.0,339970000000.0,-9157000000.0,278780000000.0,72092000000.0,66699000000.0,2962420000000.0,2689033000000.0,2755732000000.0,3034512000000.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T21:25:03
2024-06-30,,,,1277035000000.0,590735000000.0,686300000000.0,26138000000.0,22886000000.0,23140000000.0,618121000000.0,92154000000.0,14312000000.0,646629000000.0,,,,,,,,,,,,,,,141000000.0,,,54572000000.0,2755977000000.0,1753562000000.0,84789000000.0,23277000000.0,84789000000.0,,13126000000.0,,,,,,17070000000.0,,406692000000.0,,,71934000000.0,,,,,,,,,99981000000.0,95543000000.0,186297000000.0,2728994000000.0,26983000000.0,,2018161000000.0,180185000000.0,,,5131000000.0,,1064000000.0,,98770000000.0,2204541000000.0,2980971000000.0,,,,3836000000.0,7852000000.0,1000000000.0,,2992659000000.0,-788118000000.0,,,,,922175000000.0,,,,923047000000.0,706644000000.0,29537000000.0,29537000000.0,,3946000000.0,740243000000.0,182804000000.0,4747000000.0,-573584000000.0,64790000000.0,66699000000.0,2117358000000.0,2689033000000.0,2755732000000.0,2182148000000.0,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T20:55:03
2024-03-31,,,,2270867000000.0,1521252000000.0,749615000000.0,146381000000.0,58530000000.0,183319000000.0,412614000000.0,92154000000.0,14312000000.0,329520000000.0,,,,,,,,,,,,,,,69000000.0,,,77985000000.0,3485474000000.0,1274265000000.0,23277000000.0,23277000000.0,84789000000.0,,19809000000.0,,,,,,113612000000.0,,195625000000.0,,,41022000000.0,,,,,,,,,99981000000.0,66657000000.0,309043000000.0,2118222000000.0,1367252000000.0,,1074292000000.0,81248000000.0,,,1766000000.0,,1064000000.0,,98770000000.0,1157306000000.0,1350039000000.0,,,,2150000000.0,5038000000.0,1000000000.0,,1357227000000.0,-199921000000.0,,,,,415687000000.0,,,,415687000000.0,329080000000.0,18618000000.0,18618000000.0,,1980000000.0,349793000000.0,65984000000.0,5626000000.0,1238851000000.0,68969000000.0,66699000000.0,3925614000000.0,2689033000000.0,2755732000000.0,3994583000000.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T22:30:04
